date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-08-27,63.08,63.68,63.47,62.72,585793.44,1.0,1.6,63.47,63.47,63.47,585793.44,585793.44,585793.44,0.54
2018-08-28,63.8,63.84,62.9,62.6,424944.22,-0.57,-0.9,63.185,63.185,63.185,505368.83,505368.83,505368.83,0.39
2018-08-29,62.68,63.3,63.01,62.65,278926.78,0.11,0.17,63.127,63.127,63.127,429888.15,429888.15,429888.15,0.26
2018-08-30,63.5,64.05,63.16,63.02,458496.34,0.15,0.24,63.135,63.135,63.135,437040.2,437040.2,437040.2,0.42
2018-08-31,62.4,63.43,62.98,62.2,521114.0,-0.18,-0.28,63.104,63.104,63.104,453854.96,453854.96,453854.96,0.48
2018-09-03,62.6,63.0,62.73,62.11,323790.59,-0.25,-0.4,62.956,63.042,63.042,401454.39,432177.56,432177.56,0.3
2018-09-04,62.85,64.93,64.8,62.54,658378.75,2.07,3.3,63.336,63.293,63.293,448141.29,464492.02,464492.02,0.61
2018-09-05,64.41,64.64,62.8,62.8,507437.19,-2.0,-3.09,63.294,63.231,63.231,493843.37,469860.16,469860.16,0.47
2018-09-06,62.1,62.52,61.32,61.01,457426.28,-0.86,-1.38,62.926,63.019,63.019,493629.36,468478.62,468478.62,0.42
2018-09-07,61.88,63.5,62.78,61.6,494711.66,1.46,2.38,62.886,62.995,62.995,488348.89,471101.93,471101.93,0.46
2018-09-10,62.6,62.87,62.03,61.6,323390.0,-0.75,-1.2,62.746,62.851,62.907,488268.78,444861.58,457673.57,0.3
2018-09-11,62.0,62.58,61.68,61.25,347070.56,-0.35,-0.56,62.122,62.729,62.805,426007.14,437074.22,448456.65,0.32
2018-09-12,61.31,61.46,60.6,60.28,435460.28,-1.08,-1.75,61.682,62.488,62.635,411611.76,452727.57,447456.93,0.4
2018-09-13,61.78,62.4,62.4,61.01,538847.0,1.8,2.97,61.898,62.412,62.619,427895.9,460762.63,453984.79,0.5
2018-09-14,62.57,63.76,63.3,62.42,558370.44,0.9,1.44,62.002,62.444,62.664,440627.66,464488.28,460943.84,0.52
2018-09-17,62.3,63.18,62.51,62.25,269595.88,-0.79,-1.25,62.098,62.422,62.654,429868.83,459068.8,448984.59,0.25
2018-09-18,62.15,64.3,64.12,62.1,635569.31,1.61,2.58,62.586,62.354,62.741,487568.58,456787.86,459960.16,0.59
2018-09-19,64.09,65.8,65.15,63.81,834705.06,1.03,1.61,63.496,62.589,62.874,567417.54,489514.65,480779.32,0.77
2018-09-20,65.2,65.56,64.8,64.61,418923.78,-0.35,-0.54,63.976,62.937,62.976,543432.89,485664.4,477523.77,0.39
2018-09-21,65.28,67.5,67.49,64.97,810431.06,2.69,4.15,64.814,63.408,63.202,593845.02,517236.34,494169.13,0.75
2018-09-25,66.9,67.73,67.19,66.48,578103.88,-0.3,-0.45,65.75,63.924,63.388,655546.62,542707.73,493784.65,0.53
2018-09-26,67.23,69.0,67.96,66.83,908525.5,0.77,1.15,66.518,64.552,63.641,710137.86,598853.22,517963.72,0.84
2018-09-27,67.73,67.75,67.2,66.86,623574.31,-0.76,-1.12,66.928,65.212,63.85,667911.71,617664.62,535196.09,0.58
2018-09-28,67.5,69.1,68.5,67.44,739523.88,1.3,1.94,67.668,65.822,64.117,732031.73,637732.31,549247.47,0.68
2018-10-08,66.8,66.84,64.78,64.71,1128444.75,-3.72,-5.43,67.126,65.97,64.207,795634.46,694739.74,579614.01,1.04
2018-10-09,64.63,65.38,65.0,64.33,486319.09,0.22,0.34,66.688,66.219,64.321,777277.51,716412.06,587740.43,0.45
2018-10-10,65.09,65.58,64.65,64.2,582799.0,-0.35,-0.54,66.026,66.272,64.313,712132.21,711135.03,583961.45,0.54
2018-10-11,62.1,63.2,61.85,61.38,1145327.5,-2.8,-4.33,64.956,65.942,64.266,816482.84,742197.28,615855.96,1.06
2018-10-12,62.5,64.25,63.87,62.3,774616.69,2.02,3.27,64.03,65.849,64.393,823501.41,777766.57,631715.48,0.72
2018-10-15,63.9,64.44,63.2,63.09,539743.25,-0.67,-1.05,63.714,65.42,64.414,705761.11,750697.79,633967.06,0.5
2018-10-16,63.35,65.18,64.0,63.33,584035.0,0.8,1.27,63.514,65.101,64.513,725304.29,751290.9,646999.31,0.54
2018-10-17,65.17,65.32,64.16,62.41,761401.94,0.16,0.25,63.416,64.721,64.637,761024.88,736578.54,667715.88,0.7
2018-10-18,63.49,63.52,62.45,62.25,603019.81,-1.71,-2.67,63.536,64.246,64.729,652563.34,734523.09,676093.86,0.56
2018-10-19,61.99,66.1,65.62,61.88,1138815.12,3.17,5.08,63.886,63.958,64.89,725403.02,774452.22,706092.26,1.05
2018-10-22,66.01,69.42,67.93,65.62,1616881.75,2.31,3.52,64.832,64.273,65.122,940830.72,823295.92,759017.83,1.49
2018-10-23,68.0,68.32,65.51,64.88,1172134.5,-2.42,-3.56,65.134,64.324,65.272,1058450.62,891877.46,804144.76,1.08
2018-10-24,65.78,67.85,66.25,65.56,810632.06,0.74,1.13,65.552,64.484,65.378,1068296.65,914660.76,812897.9,0.75
2018-10-25,64.2,66.66,66.66,64.2,736202.5,0.41,0.62,66.394,64.965,65.454,1094933.19,873748.26,807972.77,0.68
2018-10-26,66.3,66.77,65.54,64.38,797411.06,-1.12,-1.68,66.378,65.132,65.491,1026652.37,876027.7,826897.13,0.74
2018-10-29,65.87,65.99,62.0,61.9,1216419.38,-3.54,-5.4,65.192,65.012,65.216,946559.9,943695.31,847196.55,1.12
2018-10-30,60.0,64.63,62.8,59.5,1269208.25,0.8,1.29,64.65,64.892,64.997,965974.65,1012212.64,881751.77,1.17
2018-10-31,63.01,63.95,63.63,62.16,782835.25,0.83,1.32,64.126,64.839,64.78,960415.29,1014355.97,875467.25,0.72
2018-11-01,64.22,65.5,64.3,64.08,689871.06,0.67,1.05,63.654,65.024,64.635,951149.0,1023041.09,878782.09,0.64
2018-11-02,66.92,67.35,67.35,65.55,1173949.38,3.05,4.74,64.016,65.197,64.578,1026456.66,1026554.52,900503.37,1.08
2018-11-05,66.5,67.05,66.58,65.7,547131.88,-0.77,-1.14,64.932,65.062,64.668,892599.16,919579.53,871437.72,0.51
2018-11-06,66.2,66.8,66.8,65.8,385081.84,0.22,0.33,65.732,65.191,64.758,715773.88,840874.27,866375.86,0.36
2018-11-07,66.89,67.34,66.12,65.9,510658.44,-0.68,-1.02,66.23,65.178,64.831,661338.52,810876.9,862768.83,0.47
2018-11-08,66.93,67.17,66.3,66.0,504946.16,0.18,0.27,66.63,65.142,65.054,624353.54,787751.27,830749.77,0.47
2018-11-09,65.75,65.98,64.62,64.38,544689.69,-1.68,-2.53,66.084,65.05,65.091,498501.6,762479.13,819253.42,0.5
2018-11-12,64.4,65.14,64.66,63.75,458511.62,0.04,0.06,65.7,65.316,65.164,480777.55,686688.36,815191.83,0.42
2018-11-13,63.78,65.57,65.01,63.5,520997.94,0.35,0.54,65.342,65.537,65.215,507960.77,611867.33,812039.98,0.48
2018-11-14,65.05,65.09,63.95,63.6,573814.06,-1.06,-1.63,64.908,65.569,65.204,520591.89,590965.21,802660.59,0.53
2018-11-15,64.0,65.14,65.1,63.77,500579.88,1.15,1.8,64.668,65.649,65.337,519718.64,572036.09,797538.59,0.46
2018-11-16,65.0,66.39,65.25,64.69,619879.06,0.15,0.23,64.794,65.439,65.318,534756.51,516629.06,771591.79,0.57
2018-11-19,65.25,66.2,65.72,64.8,507628.91,0.47,0.72,65.006,65.353,65.208,544579.97,512678.76,716129.15,0.47
2018-11-20,65.0,65.44,64.1,63.91,591762.56,-1.62,-2.46,64.824,65.083,65.137,558732.89,533346.83,687110.55,0.55
2018-11-21,63.53,64.14,64.01,63.53,385249.31,-0.09,-0.14,64.836,64.872,65.025,521019.94,520805.92,665841.41,0.36
2018-11-22,64.18,64.2,63.14,62.82,443683.53,-0.87,-1.36,64.444,64.556,64.849,509640.67,514679.66,651215.46,0.41
2018-11-23,63.15,63.59,62.64,62.52,372335.16,-0.5,-0.79,63.922,64.358,64.704,460131.89,497444.2,629961.67,0.34
2018-11-26,63.0,63.87,63.2,62.8,369989.06,0.56,0.89,63.418,64.212,64.764,432603.92,488591.95,587640.15,0.34
2018-11-27,63.31,63.88,63.11,62.91,375596.84,-0.09,-0.14,63.22,64.022,64.78,389370.78,474051.84,542959.58,0.35
2018-11-28,63.12,63.96,63.77,63.01,411690.31,0.66,1.05,63.172,64.004,64.787,394658.98,457839.46,524402.33,0.38
2018-11-29,64.3,64.38,63.05,63.0,386653.88,-0.72,-1.13,63.154,63.799,64.724,383253.05,446446.86,509241.48,0.36
2018-11-30,63.06,63.65,63.49,62.9,349171.09,0.44,0.7,63.324,63.623,64.531,378620.24,419376.07,468002.56,0.32
2018-12-03,65.2,66.05,64.99,64.77,1121943.0,1.5,2.36,63.682,63.55,64.452,529011.02,480807.47,496743.12,1.04
2018-12-04,64.95,65.08,64.89,64.16,562473.12,-0.1,-0.15,64.038,63.629,64.356,566386.28,477878.53,505612.68,0.52
2018-12-05,64.05,64.6,64.25,63.98,450207.12,-0.64,-0.99,64.134,63.653,64.263,574089.64,484374.31,502590.12,0.42
2018-12-06,63.66,63.88,63.0,62.89,585865.12,-1.25,-1.95,64.124,63.639,64.098,613931.89,498592.47,506636.06,0.54
2018-12-07,63.32,63.53,63.0,62.98,270297.16,0.0,0.0,64.026,63.675,64.017,598157.1,488388.67,492916.44,0.25
2018-12-10,62.5,62.68,62.18,61.82,494650.59,-0.82,-1.3,63.464,63.573,63.893,472698.62,500854.82,494723.39,0.46
2018-12-11,62.18,62.57,62.17,61.82,419948.88,-0.01,-0.02,62.92,63.479,63.751,444193.77,505290.03,489670.93,0.39
2018-12-12,62.8,62.83,62.46,62.04,387392.31,0.29,0.47,62.562,63.348,63.676,431630.81,502860.23,480349.84,0.36
2018-12-13,62.7,63.5,63.2,62.4,782754.19,0.74,1.19,62.602,63.363,63.581,471008.63,542470.26,494458.56,0.72
2018-12-14,62.9,62.94,61.94,61.73,750755.56,-1.26,-1.99,62.39,63.208,63.416,567100.31,582628.71,501002.39,0.69
2018-12-17,61.87,62.26,61.27,61.03,712131.38,-0.67,-1.08,62.208,62.836,63.193,610596.46,541647.54,511227.51,0.66
2018-12-18,60.9,61.68,60.85,60.47,532302.06,-0.42,-0.69,61.944,62.432,63.031,633067.1,538630.44,508254.48,0.49
2018-12-19,61.0,61.26,60.12,59.88,515538.16,-0.73,-1.2,61.476,62.019,62.836,658696.27,545163.54,514768.93,0.48
2018-12-20,59.95,60.18,59.0,58.58,806955.81,-1.12,-1.86,60.636,61.619,62.629,663536.59,567272.61,532932.54,0.74
2018-12-21,58.75,58.85,58.34,57.45,739127.88,-0.66,-1.12,59.916,61.153,62.414,661211.06,614155.68,551272.18,0.68
2018-12-24,58.0,58.3,58.25,57.75,358748.41,-0.09,-0.15,59.312,60.76,62.167,590534.46,600565.46,550710.14,0.33
2018-12-25,57.54,58.78,58.21,56.88,664633.19,-0.04,-0.07,58.784,60.364,61.922,617000.69,625033.9,565161.96,0.61
2018-12-26,58.17,58.25,57.3,57.2,397821.34,-0.91,-1.56,58.22,59.848,61.598,593457.33,626076.8,564468.51,0.37
2018-12-27,58.28,58.38,56.9,56.9,751890.5,-0.4,-0.7,57.8,59.218,61.291,582444.26,622990.43,582730.34,0.69
2018-12-28,57.0,57.23,56.1,56.1,914988.06,-0.8,-1.41,57.352,58.634,60.921,617616.3,639413.68,611021.19,0.84
2019-01-02,56.04,56.18,55.18,54.94,825542.44,-0.92,-1.64,56.738,58.025,60.431,710975.11,650754.79,596201.16,0.76
2019-01-03,55.15,56.33,55.68,55.06,692711.25,0.5,0.91,56.232,57.508,59.97,716590.72,666795.7,602713.07,0.64
2019-01-04,55.28,57.0,56.59,55.23,1129855.88,0.91,1.63,56.09,57.155,59.587,862997.63,728227.48,636695.51,1.04
2019-01-07,57.09,57.17,56.3,55.9,765930.06,-0.29,-0.51,55.97,56.885,59.252,865805.54,724124.9,645698.76,0.71
2019-01-08,56.05,56.09,55.8,55.2,559920.94,-0.5,-0.89,55.91,56.631,58.892,794792.11,706204.21,660179.94,0.52
2019-01-09,56.2,57.6,56.95,55.96,819146.12,1.15,2.06,56.264,56.501,58.631,793512.85,752243.98,676404.72,0.76
2019-01-10,56.87,57.82,57.5,56.55,673282.25,0.55,0.97,56.628,56.43,58.397,789627.05,753108.88,689071.39,0.62
2019-01-11,58.0,58.29,58.07,57.5,457569.72,0.57,0.99,56.924,56.507,58.178,655169.82,759083.72,692580.26,0.42
2019-01-14,57.74,57.95,57.12,56.9,475326.5,-0.95,-1.64,57.088,56.529,57.874,597049.11,731427.32,677208.88,0.44
2019-01-15,57.26,58.69,58.59,57.06,586264.88,1.47,2.57,57.646,56.778,57.706,602317.89,698555.0,668984.34,0.54
2019-01-16,58.42,58.96,58.74,58.01,404111.84,0.15,0.26,58.004,57.134,57.58,519311.04,656411.94,653583.36,0.37
2019-01-17,59.05,59.8,58.73,58.56,535050.38,-0.01,-0.02,58.25,57.439,57.474,491664.66,640645.86,653720.78,0.49
2019-01-18,59.23,60.02,59.92,58.69,561756.62,1.19,2.03,58.62,57.772,57.464,512502.04,583835.93,656031.7,0.52
2019-01-21,59.93,61.11,60.79,59.85,559842.75,0.87,1.45,59.354,58.221,57.553,529405.29,563227.2,643676.05,0.52
2019-01-22,60.6,60.64,60.07,59.74,419507.62,-0.72,-1.18,59.65,58.648,57.64,496053.84,549185.87,627695.04,0.39
2019-01-23,59.82,60.4,59.49,59.45,374932.62,-0.58,-0.97,59.8,58.902,57.702,490218.0,504764.52,628504.25,0.35
2019-01-24,59.61,60.52,60.43,59.22,449406.19,0.94,1.58,60.14,59.195,57.813,473089.16,482376.91,617742.9,0.41
2019-01-25,60.5,61.78,61.29,60.43,672459.12,0.86,1.42,60.414,59.517,58.012,495229.66,503865.85,631474.79,0.62
2019-01-28,61.8,62.41,61.52,61.2,581648.81,0.23,0.38,60.56,59.957,58.243,499590.87,514498.08,622962.7,0.54
2019-01-29,61.38,61.9,61.65,60.98,395192.94,0.13,0.21,60.876,60.263,58.521,494727.94,495390.89,596972.95,0.36
2019-01-30,60.88,61.86,61.25,60.78,310003.22,-0.4,-0.65,61.228,60.514,58.824,481742.06,485980.03,571195.99,0.29
2019-01-31,61.8,63.19,62.98,61.55,692265.31,1.73,2.82,61.738,60.939,59.189,530313.88,501701.52,571173.69,0.64
2019-02-01,63.5,63.78,63.21,62.85,437924.69,0.23,0.36,62.122,61.268,59.52,483406.99,489318.33,536577.13,0.4
2019-02-11,62.88,64.51,64.39,62.88,541815.5,1.18,1.87,62.696,61.628,59.925,475440.33,487515.6,525371.4,0.5
2019-02-12,64.4,64.42,64.27,63.69,385193.06,-0.12,-0.19,63.22,62.048,60.348,473440.36,484084.15,516635.01,0.36
2019-02-13,64.66,65.4,65.02,64.03,578658.12,0.75,1.17,63.974,62.601,60.752,527171.34,504456.7,504610.61,0.53
2019-02-14,64.88,65.4,65.1,64.78,396202.78,0.08,0.12,64.398,63.068,61.132,467958.83,499136.36,490756.63,0.37
2019-02-15,64.8,65.01,63.25,63.22,534011.5,-1.85,-2.84,64.406,63.264,61.391,487176.19,485291.59,494578.72,0.49
2019-02-18,63.9,65.42,65.29,63.78,721361.06,2.04,3.23,64.586,63.641,61.799,523085.3,499262.82,506880.45,0.67
2019-02-19,65.58,67.27,65.68,65.28,785951.44,0.39,0.6,64.868,64.044,62.154,603236.98,538338.67,516864.78,0.73
2019-02-20,66.3,66.38,65.88,65.19,393508.81,0.2,0.3,65.04,64.507,62.511,566207.12,546689.23,516334.63,0.36
2019-02-21,65.8,66.68,65.39,65.09,543694.0,-0.49,-0.74,65.098,64.748,62.844,595705.36,531832.1,516766.81,0.5
2019-02-22,65.36,67.07,67.02,64.8,762218.88,1.63,2.49,65.852,65.129,63.199,641346.84,564261.52,526789.92,0.7
2019-02-25,68.22,73.0,73.0,68.14,2222382.5,5.98,8.92,67.394,65.99,63.809,941551.13,732318.22,609916.91,2.05
2019-02-26,71.71,72.6,70.01,69.92,1555638.75,-2.99,-4.1,68.26,66.564,64.306,1095488.59,849362.78,666723.47,1.44
2019-02-27,70.3,71.43,69.98,68.99,1017663.56,-0.03,-0.04,69.08,67.06,64.831,1220319.54,893263.33,698860.01,0.94
2019-02-28,69.98,70.95,70.01,69.41,598889.69,0.03,0.04,70.004,67.551,65.31,1231358.68,913532.02,706334.19,0.55
2019-03-01,70.69,72.6,72.39,70.25,920751.81,2.38,3.4,71.078,68.465,65.865,1263065.26,952206.05,718748.82,0.85
2019-03-04,73.0,75.1,72.58,72.21,1263275.0,0.19,0.26,70.994,69.194,66.418,1071243.76,1006397.44,752830.13,1.17
2019-03-05,72.48,72.74,72.07,71.57,659680.38,-0.51,-0.7,71.406,69.833,66.939,892052.09,993770.34,766054.5,0.61
2019-03-06,72.39,72.48,72.16,71.11,784653.62,0.09,0.12,71.842,70.461,67.484,845450.1,1032884.82,789787.02,0.72
2019-03-07,72.15,72.15,70.29,70.0,1013473.06,-1.87,-2.59,71.898,70.951,67.85,928366.77,1079862.73,805847.41,0.94
2019-03-08,68.66,70.2,68.7,68.25,913256.06,-1.59,-2.26,71.16,71.119,68.124,926867.62,1094966.44,829613.98,0.84
2019-03-11,68.8,69.69,68.79,68.22,751857.62,0.09,0.13,70.402,70.698,68.344,824584.15,947913.96,840116.09,0.69
2019-03-12,69.6,70.92,69.25,68.96,969219.0,0.46,0.67,69.838,70.622,68.593,886491.87,889271.98,869317.38,0.89
2019-03-13,71.38,72.1,71.54,70.27,1405464.12,2.29,3.31,69.714,70.778,68.919,1010653.97,928052.04,910657.68,1.3
2019-03-14,71.77,73.2,72.8,71.7,1055970.38,1.26,1.76,70.216,71.057,69.304,1019153.44,973760.11,943646.06,0.97
2019-03-15,73.1,75.5,73.85,73.08,1255246.38,1.05,1.44,71.246,71.203,69.834,1087551.5,1007209.56,979707.81,1.16
2019-03-18,74.43,75.34,75.0,73.45,1156392.12,1.15,1.56,72.488,71.445,70.32,1168458.4,996521.27,1001459.36,1.07
2019-03-19,75.73,76.85,75.35,74.96,1012096.56,0.35,0.47,73.708,71.773,70.803,1177033.91,1031762.89,1012766.62,0.93
2019-03-20,75.06,77.48,76.55,74.75,1078439.12,1.2,1.59,74.71,72.212,71.337,1111628.91,1061141.44,1047013.13,1.0
2019-03-21,77.0,77.25,75.8,75.6,846258.75,-0.75,-0.98,75.31,72.763,71.857,1069686.59,1044420.01,1062141.37,0.78
2019-03-22,75.76,76.26,74.72,74.06,772004.25,-1.08,-1.43,75.484,73.365,72.242,973038.16,1030294.83,1062630.64,0.71
2019-03-25,73.41,73.99,72.29,72.18,991052.38,-2.43,-3.25,74.942,73.715,72.207,939970.21,1054214.31,1001064.13,0.91
2019-03-26,72.99,73.23,72.69,72.15,634474.75,0.4,0.55,74.41,74.059,72.341,864445.85,1020739.88,955005.93,0.59
2019-03-27,73.2,74.63,74.22,72.7,759817.75,1.53,2.1,73.944,74.327,72.553,800721.58,956175.24,942113.64,0.7
2019-03-28,73.4,73.94,73.4,72.88,484208.75,-0.82,-1.1,73.464,74.387,72.722,728311.58,898999.08,936379.59,0.45
2019-03-29,74.1,77.1,77.1,74.1,1429355.25,3.7,5.04,73.94,74.712,72.958,859781.78,916409.97,961809.77,1.32
2019-04-01,78.0,79.23,78.6,77.5,1168113.5,1.5,1.95,75.202,75.072,73.259,895194.0,917582.11,957051.69,1.08
2019-04-02,78.54,79.0,78.96,78.05,771175.38,0.36,0.46,76.456,75.433,73.603,922534.13,893489.99,962626.44,0.71
2019-04-03,78.48,80.15,79.86,78.37,760219.81,0.9,1.14,77.584,75.764,73.988,922614.54,861668.06,961404.75,0.7
2019-04-04,80.08,80.96,80.2,79.25,795626.0,0.34,0.43,78.944,76.204,74.484,984897.99,856604.78,950512.4,0.73
2019-04-08,80.7,82.25,80.59,80.02,916122.31,0.39,0.49,79.642,76.791,75.078,882251.4,871016.59,950655.71,0.85
2019-04-09,80.4,82.0,81.1,80.37,601737.88,0.51,0.63,80.142,77.672,75.694,768976.28,832085.14,943149.72,0.56
2019-04-10,80.8,82.11,82.03,79.66,783620.38,0.93,1.15,80.756,78.606,76.333,771465.28,846999.7,933869.79,0.72
2019-04-11,82.65,83.62,80.71,80.16,756628.88,-1.32,-1.61,80.926,79.255,76.791,770747.09,846680.81,901428.03,0.7
